ARCADE 0.220      Mar 26, 2020
gtsers8           "Trivia (Questions Series 8)"
gtsers8a          "Trivia (Questions Series 8 Alt Question Rom)"
gtsers9           "Trivia (Questions Series 9)"
gtsersa           "Trivia (Alt revision questions set 1)"
gtsersb           "Trivia (Alt revision questions set 2)"
gtsupreme         "Golden Tee Supreme Edition Tournament (v5.10T ELC S)"
guab              "Give us a Break"
guardian          "Guardians of the 'Hood"
guiness           "The Guiness (Japan)"
gulfstrm          "Gulf Storm (set 1)"
gulfstrma         "Gulf Storm (set 2)"
gulfstrmb         "Gulf Storm (set 3)"
gulfstrmk         "Gulf Storm (Korea)"
gulfstrmm         "Gulf Storm (Japan, Media Shoji license)"
gulfwar2          "Gulf War II (set 1)"
gulfwar2a         "Gulf War II (set 2)"
gumbo             "Gumbo"
gunball           "Gun Ball (Japan)"
gunbarl           "Gunbarl (Japan, GNB4/VER.A)"
gunbird           "Gunbird (World)"
gunbird2          "Gunbird 2 (set 1)"
gunbird2a         "Gunbird 2 (set 2)"
gunbirdj          "Gunbird (Japan)"
gunbirdk          "Gunbird (Korea)"
gunblade          "Gunblade NY (Revision A)"
gunbuletj         "Gun Bullet (Japan, GN1)"
gunbuletw         "Gun Bullet (World, GN3 Rev B)"
gunbustr          "Gunbuster (World)"
gunbustrj         "Gunbuster (Japan)"
gunbustru         "Gunbuster (US)"
gunchamp          "Gun Champ"
gunchamps         "Gun Champ (newer, Super Shot hardware)"
gundamex          "Mobile Suit Gundam EX Revue"
gundealr          "Gun Dealer"
gundealra         "Gun Dealer (alt card set)"
gundealrbl        "Gun Dealer (Yam! Yam!? hardware)"
gundealrt         "Gun Dealer (Japan)"
gundhara          "Gundhara"
gundharac         "Gundhara (Chinese, bootleg?)"
gundl94           "Gun Dealer '94"
gundmct           "Mobile Suit Gundam: Federation Vs. Zeon"
gundmgd           "Mobile Suit Gundam: Federation Vs. Zeon (GDL-0001)"
gundmxgd          "Mobile Suit Gundam: Federation Vs. Zeon DX (USA, Japan) (GDL-0006)"
gunfight          "Gun Fight (set 1)"
gunfighto         "Gun Fight (set 2)"
gunforc2          "Gun Force II (US)"
gunforce          "Gunforce - Battle Fire Engulfed Terror Island (World)"
gunforcej         "Gunforce - Battle Fire Engulfed Terror Island (Japan)"
gunforceu         "Gunforce - Battle Fire Engulfed Terror Island (US)"
gunfront          "Gun & Frontier (World)"
gunfrontj         "Gun Frontier (Japan)"
gunhard           "Gun Hard (Japan)"
gunhohki          "Mahou Keibitai Gun Hohki (Japan)"
gunlock           "Gunlock (Ver 2.3O 1994/01/20)"
gunlocko          "Gunlock (Ver 2.0O 1993/12/15)"
gunmania          "GunMania (GL906 VER. JAA)"
gunmast           "Gun Master"
gunnail           "GunNail (28th May. 1992)"
gunnailb          "GunNail (bootleg)"
gunnailp          "GunNail (location test)"
gunpey            "Gunpey (Japan)"
gunsmoke          "Gun.Smoke (World, 851115)"
gunsmokeb         "Gun.Smoke (World, 851115) (bootleg)"
gunsmokej         "Gun.Smoke (Japan, 851115)"
gunsmokeu         "Gun.Smoke (US, 860408)"
gunsmokeua        "Gun.Smoke (US, 851115, set 1)"
gunsmokeub        "Gun.Smoke (US, 851115, set 2)"
gunsur2           "Gun Survivor 2 Biohazard Code: Veronica (World, BHF2 Ver.E)"
gunsur2j          "Gun Survivor 2 Biohazard Code: Veronica (Japan, BHF1 Ver.E)"
gururin           "Gururin"
gussun            "Gussun Oyoyo (Japan)"
gutangtn          "Guttang Gottong"
guts              "Guts n' Glory (prototype)"
gutsn             "Guts'n (Japan)"
guttangt          "Guttang Gottong (bootleg on Galaxian type hardware)"
guwange           "Guwange (Japan, Master Ver. 99/06/24)"
guwanges          "Guwange (Japan, Special Ver. 00/07/07)"
guzzler           "Guzzler"
guzzlers          "Guzzler (Swimmer Conversion)"
gwar              "Guerrilla War (US)"
gwara             "Guerrilla War (Version 1, set 1)"
gwarab            "Guerrilla War (Version 1, set 2)"
gwarb             "Guerrilla War (Joystick hack bootleg)"
gwarj             "Guevara (Japan)"
gwarrior          "Galactic Warriors"
gwing2            "Giga Wing 2"
gwinggen          "Giga Wing Generations (v2.02J)"
gwinner           "Golden Winner"
gynotai           "Gynotai (Japan)"
gypsyjug          "Gypsy Juggler"
gyrodine          "Gyrodine"
gyrodinet         "Gyrodine (Taito Corporation license)"
gyruss            "Gyruss"
gyrussb           "Gyruss (bootleg?)"
gyrussce          "Gyruss (Centuri)"
hachamf           "Hacha Mecha Fighter (19th Sep. 1991, protected, set 1)"
hachamfa          "Hacha Mecha Fighter (19th Sep. 1991, protected, set 2)"
hachamfb          "Hacha Mecha Fighter (19th Sep. 1991, unprotected, bootleg Thunder Dragon conversion)"
hachamfp          "Hacha Mecha Fighter (Location Test Prototype, 19th Sep. 1991)"
hacher            "Hacher (hack of Win Win Bingo)"
hachoo            "Hachoo!"
haekaka           "Hae Hae Ka Ka Ka"
hal21             "HAL21"
hal21j            "HAL21 (Japan)"
halleysc          "Halley's Comet (US)"
halleysc87        "Halley's Comet '87"
halleyscj         "Halley's Comet (Japan, rev 1)"
halleyscja        "Halley's Comet (Japan)"
halleyscjp        "Halley's Comet (Japan, prototype)"
hamaway           "Hammer Away (Japan, prototype)"
hamboy            "Hammer Boy"
hammer            "Hammer"
hanaawas          "Hana Awase"
hanagumi          "Sakura Taisen - Hanagumi Taisen Columns (J 971007 V1.010)"
hanakanz          "Hana Kanzashi (Japan)"
hanamai           "Hana no Mai (Japan)"
hanamomb          "Mahjong Hana no Momoko gumi (Japan 881125)"
hanamomo          "Mahjong Hana no Momoko gumi (Japan 881201)"
hanaoji           "Hana to Ojisan [BET] (ver 1.01, 1991/12/09)"
hanaojia          "Hana to Ojisan [BET] (ver 1.00, 1991/08/23)"
hanaroku          "Hanaroku"
hanayara          "Hana wo Yaraneba! (Japan)"
hangly            "Hangly-Man (set 1)"
hangly2           "Hangly-Man (set 2)"
hangly3           "Hangly-Man (set 3)"
hangman           "Hangman"
hangon            "Hang-On (Rev A)"
hangon1           "Hang-On"
hangon2           "Hang-On (Rev A, ride-on)"
hangonjr          "Hang-On Jr. (Rev. B)"
hangplt           "Hang Pilot (ver JAB)"
hangpltu          "Hang Pilot (ver UAA)"
hangzo            "Hangzo (Japan, prototype)"
happy6            "Huanle Liuhe Yi (Happy 6-in-1) (M68K ver. V101, ARM ver. V102CN)"
happy6100hk       "Huanle Liuhe Yi (Happy 6-in-1) (M68K ver. V100HK, ARM ver. V100HK)"
happy6101         "Huanle Liuhe Yi (Happy 6-in-1) (M68K ver. V100, ARM ver. V101CN)"
hapytour          "Happy Tour"
harddriv          "Hard Drivin' (cockpit, rev 7)"
harddriv1         "Hard Drivin' (cockpit, rev 1)"
harddriv2         "Hard Drivin' (cockpit, rev 2)"
harddriv3         "Hard Drivin' (cockpit, rev 3)"
harddrivb         "Hard Drivin' (cockpit, British, rev 7)"
harddrivb5        "Hard Drivin' (cockpit, British, rev 5)"
harddrivb6        "Hard Drivin' (cockpit, British, rev 6)"
harddrivc         "Hard Drivin' (compact, rev 2)"
harddrivc1        "Hard Drivin' (compact, rev 1)"
harddrivcb        "Hard Drivin' (compact, British, rev 2)"
harddrivcg        "Hard Drivin' (compact, German, rev 2)"
harddrivg         "Hard Drivin' (cockpit, German, rev 7)"
harddrivg4        "Hard Drivin' (cockpit, German, rev 4)"
harddrivj         "Hard Drivin' (cockpit, Japan, rev 7)"
harddrivj6        "Hard Drivin' (cockpit, Japan, rev 6)"
harddunk          "Hard Dunk (World)"
harddunkj         "Hard Dunk (Japan)"
hardhat           "Hard Hat"
hardhea2          "Hard Head 2 (v2.0, Music Program v2.4)"
hardhea2a         "Hard Head 2 (v2.0, Music Program v2.0)"
hardhea2b         "Hard Head 2 (v2.0, bootleg)"
hardhead          "Hard Head"
hardheadb         "Hard Head (bootleg, set 1)"
hardheadb2        "Hard Head (bootleg, set 2)"
hardheadb3        "Hard Head (bootleg, set 3)"
hardyard          "Hard Yardage (v1.20)"
hardyard10        "Hard Yardage (v1.00)"
hardyard11        "Hard Yardage (v1.10)"
harem             "Harem"
haremchl          "Harem Challenge"
harley            "Harley-Davidson and L.A. Riders (Revision B)"
harleya           "Harley-Davidson and L.A. Riders (Revision A)"
hasamu            "Hasamu (Japan)"
hatena            "Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228)"
hatris            "Hatris (US)"
hatrisj           "Hatris (Japan)"
hattrick          "Hat Trick"
hayaosi1          "Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz"
hayaosi2          "Hayaoshi Quiz Grand Champion Taikai"
hayaosi3          "Hayaoshi Quiz Nettou Namahousou (ver 1.5)"
hayaosi3a         "Hayaoshi Quiz Nettou Namahousou (ver 1.2)"
hbarrel           "Heavy Barrel (World)"
hbarrelu          "Heavy Barrel (US)"
hcastle           "Haunted Castle (version M)"
hcastlee          "Haunted Castle (version E)"
hcastlek          "Haunted Castle (version K)"
hcrash            "Hyper Crash (version D)"
hcrashc           "Hyper Crash (version C)"
hdrivair          "Hard Drivin's Airborne (prototype)"
hdrivairp         "Hard Drivin's Airborne (prototype, early rev)"
headon            "Head On (2 players)"
headon1           "Head On (1 player)"
headon2           "Head On 2"
headon2s          "Head On 2 (Sidam bootleg)"
headonb           "Head On (bootleg on dedicated hardware)"
headoni           "Head On (Irem, M-15 Hardware)"
headonmz          "Head On (bootleg, alt maze)"
headonn           "Head On N"
headons           "Head On (Sidam bootleg, set 1)"
headonsa          "Head On (Sidam bootleg, set 2)"
heartatk          "Heart Attack"
heatbrl           "Heated Barrel (World version 3)"
heatbrl2          "Heated Barrel (World version 2)"
heatbrl3          "Heated Barrel (World version ?)"
heatbrle          "Heated Barrel (Electronic Devices license)"
heatbrlo          "Heated Barrel (World old version)"
heatbrlu          "Heated Barrel (US)"
heatof11          "Heat of Eleven '98 (ver EAA)"
heberpop          "Hebereke no Popoon (Japan)"
hedpanic          "Head Panic (ver. 0117, 17/01/2000)"
hedpanica         "Head Panic (ver. 0702, 02/07/1999)"
hedpanicf         "Head Panic (ver. 0315, 15/03/2000)"
hedpanico         "Head Panic (ver. 0615, 15/06/1999)"
heiankyo          "Heiankyo Alien"
helifire          "HeliFire (set 1)"
helifirea         "HeliFire (set 2)"
hellfire          "Hellfire (2P set)"
hellfire1         "Hellfire (1P set)"
hellfire1a        "Hellfire (1P set, older)"
hellfire2a        "Hellfire (2P set, older)"
hellngt           "Hell Night (ver EAA)"
herbiedk          "Herbie at the Olympics (DK conversion)"
hero              "Hero"
herodk            "Hero in the Castle of Doom (DK conversion)"
herodku           "Hero in the Castle of Doom (DK conversion not encrypted)"
heuksun           "Heuk Sun Baek Sa (Korea)"
hexa              "Hexa"
hexaa             "Hexa (with 2xZ80, protected)"
hexion            "Hexion (Japan ver JAB)"
hexionb           "Hexion (Asia ver AAA, bootleg)"
hexpool           "Hex Pool (Shinkai)"
hexpoola          "Hex Pool (Senko)"
hginga            "Hanafuda Hana Ginga [BET] (Japan)"
hgkairak          "Taisen Hot Gimmick Kairakuten (Japan)"
hgokbang          "Hanafuda Hana Gokou Bangaihen [BET] (Japan)"
hgokou            "Hanafuda Hana Gokou [BET] (Japan)"
hharry            "Hammerin' Harry (World, M81 PCB version)"
hharryu           "Hammerin' Harry (US, M84 PCB version)"
hidctch2          "Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected)"
hidctch2a         "Hidden Catch 2 (pcb ver 1.00) (Kor/Eng/Jpn/Chi)"
hidctch3          "Hidden Catch 3 (ver 1.00 / pcb ver 3.05)"
hidnc2k           "Hidden Catch 2000 (AT89c52 protected)"
hidnctch          "Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03)"
hidnctcha         "Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02)"
higemaru          "Pirate Ship Higemaru"
highsplt          "Space Fever High Splitter (set 1)"
highsplta         "Space Fever High Splitter (set 2)"
highspltb         "Space Fever High Splitter (alt Sound)"
hiimpact          "High Impact Football (rev LA5 02/15/91)"
hiimpact1         "High Impact Football (rev LA1 12/16/90)"
hiimpact2         "High Impact Football (rev LA2 12/26/90)"
hiimpact3         "High Impact Football (rev LA3 12/27/90)"
hiimpact4         "High Impact Football (rev LA4 02/04/91)"
hiimpactp         "High Impact Football (prototype, rev 8.6 12/09/90)"
himesiki          "Himeshikibu (Japan)"
hipai             "Hi Pai Paradise"
hipai2            "Hi Pai Paradise 2"
hipoly            "Hipoly (bootleg of Hyper Olympic)"
hippodrm          "Hippodrome (US)"
hiryuken          "Hokuha Syourin Hiryu no Ken"
hishouza          "Hishou Zame (Japan)"
histryma          "The History of Martial Arts"
hitice            "Hit the Ice (US)"
hiticej           "Hit the Ice (Japan)"
hiticerb          "Hit the Ice (US, with riser board)"
hitme             "Hit Me (set 1)"
hitme1            "Hit Me (set 2)"
hitnmiss          "Hit 'n Miss (version 3.0)"
hitnmiss2         "Hit 'n Miss (version 2.0)"
hjingi            "Hana Jingi (Japan, Bet)"
hjingia           "Hana Jingi (Japan, Bet, alt.)"
hkagerou          "Hana Kagerou [BET] (Japan)"
hmcompm2          "hiphopmania complete MIX 2 (ver UA-A)"
hmcompmx          "hiphopmania complete MIX (ver UA-B)"
hmgeo             "Heavy Metal Geomatrix (Rev B)"
hnageman          "AV Hanafuda Hana no Ageman (Japan 900716)"
hnayayoi          "Hana Yayoi (Japan)"
hncholms          "Hunchback Olympic (Scramble hardware)"
hndlchmp          "Handle Champ (GQ710 VER. JAB)"
hnfubuki          "Hana Fubuki [BET] (Japan)"
hng64             "Hyper NeoGeo 64 Bios"
hnkochou          "Hana Kochou (Japan, Bet)"
hnoridur          "Hana Oriduru (Japan)"
hnxmasev          "AV Hanafuda Hana no Christmas Eve (Japan 901204)"
hoccer            "Hoccer (set 1)"
hoccer2           "Hoccer (set 2)"
hocrash           "Crash (bootleg of Head On)"
hod2bios          "Naomi The House of the Dead 2 Bios"
hogalley          "Vs. Hogan's Alley (set HA4-1 E-1)"
holeland          "Hole Land (Japan)"
holeland2         "Hole Land (Spain)"
holo              "Holosseum (US, Rev A)"
homerun           "Moero!! Pro Yakyuu Homerun Kyousou"
homo              "Homo"
homura            "Homura (v2.04J)"
honeydol          "Honey Dolls"
hook              "Hook (World)"
hookj             "Hook (Japan)"
hooku             "Hook (US)"
hoops95           "Hoops (Europe/Asia 1.7)"
hoops96           "Hoops '96 (Europe/Asia 2.0)"
hopmappy          "Hopping Mappy"
hopper            "SWP Hopper Board"
hopprobo          "Hopper Robo"
horekid           "Kid no Hore Hore Daisakusen"
horekidb          "Kid no Hore Hore Daisakusen (bootleg)"
horizon           "Horizon (Irem)"
horshoes          "American Horseshoes (US)"
hostinv           "Host Invaders"
hotblock          "Hot Blocks - Tetrix II"
hotbubl           "Hot Bubble (Korea, with adult pictures)"
hotbubla          "Hot Bubble (Korea)"
hotchase          "Hot Chase (set 1)"
hotchasea         "Hot Chase (set 2)"
hotd              "The House of the Dead"
hotd2             "The House of the Dead 2 (USA)"
hotd2e            "The House of the Dead 2 (Export)"
hotd2o            "The House of the Dead 2"
hotd2p            "The House of the Dead 2 (prototype)"
hotd4             "The House of the Dead 4 (Export) (Rev B)"
hotd4a            "The House of the Dead 4 (Export) (Rev A)"
hotdebut          "Quiz de Idol! Hot Debut (Japan)"
hotdex            "The House of the Dead EX (Japan)"
hotdogst          "Hotdog Storm (Korea)"
hotdp             "The House of the Dead (prototype)"
hotgm4ev          "Taisen Hot Gimmick 4 Ever (Japan)"
hotgmck           "Taisen Hot Gimmick (Japan)"
hotgmck3          "Taisen Hot Gimmick 3 Digital Surfing (Japan)"
hotgmcki          "Mahjong Hot Gimmick Integral (Japan)"
hotgmkmp          "Taisen Hot Gimmick Mix Party"
hotmemry          "Hot Memory (V1.2, Germany, 12/28/94)"
hotmemry11        "Hot Memory (V1.1, Germany, 11/30/94)"
hotmind           "Hot Mind (Hard Times hardware)"
hotminda          "Hot Mind (adjustable prize)"
hotmindff         "Hot Mind (Fit of Fighting hardware)"
hotpinbl          "Hot Pinball"
hotrod            "Hot Rod (World, 3 Players, Turbo set 1, Floppy Based)"
hotroda           "Hot Rod (World, 3 Players, Turbo set 2, Floppy Based)"
hotrodj           "Hot Rod (Japan, 4 Players, Floppy Based, Rev C)"
hotrodja          "Hot Rod (Japan, 4 Players, Floppy Based, Rev B)"
hotshock          "Hot Shocker"
hotshockb         "Hot Shocker (early revision?)"
hotsmash          "Vs. Hot Smash"
hourouki          "Mahjong Hourouki Part 1 - Seisyun Hen (Japan)"
housemn2          "House Mannequin Roppongi Live hen (Japan 870418)"
housemnq          "House Mannequin (Japan 870217)"
hparadis          "Super Hana Paradise (Japan)"
hpolym84          "Hyper Olympic '84"
hpuncher          "Hard Puncher (Japan)"
hrclass           "Home Run Classic (v1.21 12-feb-1997)"
hrdtimes          "Hard Times (set 1)"
hrdtimesa         "Hard Times (set 2)"
hsf2              "Hyper Street Fighter II: The Anniversary Edition (USA 040202)"
hsf2a             "Hyper Street Fighter II: The Anniversary Edition (Asia 040202)"
hsf2d             "Hyper Street Fighter II: The Anniversary Edition (Asia 040202 Phoenix Edition) (bootleg)"
hsf2j             "Hyper Street Fighter II: The Anniversary Edition (Japan 040202)"
hsf2j1            "Hyper Street Fighter II: The Anniversary Edition (Japan 031222)"
hstennis          "Hot Shots Tennis (V1.1)"
hstennis10        "Hot Shots Tennis (V1.0)"
htchctch          "Hatch Catch"
htengoku          "Hanafuda Hana Tengoku [BET] (Japan)"
hthero            "Hat Trick Hero (Japan)"
hthero93          "Hat Trick Hero '93 (Ver 1.0J 1993/02/28)"
hthero93u         "Hat Trick Hero '93 (Ver 1.0A 1993/02/28)"
hthero94          "Hat Trick Hero '94 (Ver 2.2A 1994/05/26)"
hthero95          "Hat Trick Hero '95 (Ver 2.5J 1994/11/03)"
hthero95a         "Hat Trick Hero '95 (Ver 2.6Asia 1994/11/17)"
hthero95u         "Hat Trick Hero '95 (Ver 2.5A 1994/11/03)"
humlan            "Humlan's Lyckohjul (Sweden, Ver. 402)"
hummerxt          "Hummer Extreme"
hunchbak          "Hunchback (set 1)"
hunchbaka         "Hunchback (set 2)"
hunchbkd          "Hunchback (DK conversion)"
hunchbkg          "Hunchback (Galaxian hardware)"
hunchbks          "Hunchback (Scramble hardware)"
